,Player,FG%,3PA,3P%,2P%,FT%,ORB,TRB,AST,STL,BLK,PTS,Height
202,Semaj Christon\chrisse01,0.345,1.0,0.19,0.406,0.5479999999999999,0.3,1.4,2.0,0.4,0.1,2.9,75
203,Sergio Rodriguez\rodrise01,0.392,3.7,0.365,0.415,0.667,0.3,2.3,5.1,0.7,0.1,7.8,75
204,Seth Curry\curryse01,0.48100000000000004,4.6,0.425,0.528,0.85,0.4,2.6,2.7,1.1,0.1,12.8,74
205,Shaun Livingston\livinsh01,0.547,0.0,0.33299999999999996,0.55,0.7,0.4,2.0,1.8,0.5,0.3,5.1,79
206,Shelvin Mack\macksh01,0.446,2.2,0.308,0.51,0.688,0.4,2.3,2.8,0.8,0.1,7.8,75
207,Spencer Dinwiddie\dinwisp01,0.444,1.7,0.376,0.478,0.792,0.5,2.8,3.1,0.7,0.4,7.3,78
208,Stephen Curry\curryst01,0.46799999999999997,10.0,0.41100000000000003,0.537,0.898,0.8,4.5,6.6,1.8,0.2,25.3,75
209,T.J. McConnell\mccontj01,0.461,0.7,0.2,0.49200000000000005,0.8109999999999999,0.5,3.1,6.6,1.7,0.1,6.9,74
210,Terry Rozier\roziete01,0.36700000000000005,2.4,0.318,0.405,0.773,0.5,3.1,1.8,0.6,0.1,5.5,73
211,Tim Frazier\fraziti01,0.40299999999999997,2.0,0.313,0.446,0.76,0.5,2.7,5.2,0.9,0.1,7.1,73
212,Tony Parker\parketo01,0.466,1.1,0.33299999999999996,0.484,0.726,0.1,1.8,4.5,0.5,0.0,10.1,74
213,Trey Burke\burketr01,0.455,1.2,0.44299999999999995,0.45899999999999996,0.759,0.1,0.8,1.8,0.2,0.1,5.0,73
214,Ty Lawson\lawsoty01,0.45399999999999996,1.7,0.28800000000000003,0.502,0.797,0.6,2.6,4.8,1.1,0.1,9.9,71
215,Tyler Ennis\ennisty01,0.433,1.3,0.386,0.457,0.84,0.2,0.8,1.6,0.5,0.0,4.3,75
216,Tyler Johnson\johnsty01,0.433,3.4,0.37200000000000005,0.46,0.768,0.7,4.0,3.2,1.2,0.6,13.7,76
217,Tyler Ulis\ulisty01,0.42100000000000004,1.3,0.266,0.455,0.775,0.3,1.6,3.7,0.8,0.1,7.3,70
218,Tyus Jones\jonesty01,0.414,1.2,0.35600000000000004,0.45399999999999996,0.767,0.2,1.1,2.6,0.8,0.1,3.5,74
219,Wade Baldwin\baldwwa01,0.313,0.7,0.136,0.355,0.838,0.3,1.4,1.8,0.5,0.2,3.2,76
220,Yogi Ferrell\ferreyo01,0.406,3.8,0.386,0.42200000000000004,0.831,0.4,2.4,3.7,0.9,0.2,10.0,72
221,Alex Caruso\carusal01,0.431,1.2,0.302,0.507,0.7,0.4,1.8,2.0,0.6,0.3,3.6,77
222,Andrew Harrison\harrian01,0.42200000000000004,2.5,0.331,0.467,0.78,0.4,2.3,3.2,0.7,0.5,9.5,78
223,Ben Simmons\simmobe01,0.545,0.1,0.0,0.551,0.56,1.8,8.1,8.2,1.7,0.9,15.8,82
224,Chris Paul\paulch01,0.46,6.5,0.38,0.532,0.919,0.6,5.4,7.9,1.7,0.2,18.6,72
225,Cory Joseph\josepco01,0.424,2.3,0.353,0.457,0.745,0.5,3.2,3.2,1.0,0.2,7.9,75
226,D.J. Augustin\augusdj01,0.452,3.6,0.419,0.485,0.868,0.4,2.1,3.8,0.7,0.0,10.2,72
227,D'Angelo Russell\russeda01,0.414,5.8,0.324,0.47700000000000004,0.74,0.6,3.9,5.2,0.8,0.4,15.5,77
228,Damian Lillard\lillada01,0.439,8.6,0.361,0.501,0.9159999999999999,0.8,4.5,6.6,1.1,0.4,26.9,75
229,Darren Collison\collida01,0.495,3.0,0.46799999999999997,0.508,0.882,0.5,2.6,5.3,1.3,0.2,12.4,72
230,De'Aaron Fox\foxde01,0.41200000000000003,2.1,0.307,0.436,0.723,0.5,2.8,4.4,1.0,0.3,11.6,75
231,Dejounte Murray\murrade01,0.44299999999999995,0.4,0.265,0.45399999999999996,0.7090000000000001,1.4,5.7,2.9,1.2,0.4,8.1,77
232,Delon Wright\wrighde01,0.465,2.2,0.366,0.52,0.8290000000000001,0.7,2.9,2.9,1.0,0.5,8.0,77
233,Dennis Schroder\schrode01,0.436,3.9,0.29,0.48,0.8490000000000001,0.7,3.1,6.2,1.1,0.1,19.4,73
234,Dennis Smith\smithde03,0.395,4.9,0.313,0.435,0.6940000000000001,0.7,3.8,5.2,1.0,0.3,15.2,75
235,Devin Harris\harride01,0.41200000000000003,3.2,0.348,0.47600000000000003,0.835,0.2,1.8,2.1,0.7,0.2,8.4,75
236,Elfrid Payton\paytoel01,0.493,1.5,0.326,0.52,0.649,1.0,4.3,6.2,1.3,0.3,12.7,76
237,Emmanuel Mudiay\mudiaem01,0.38799999999999996,2.3,0.318,0.415,0.76,0.4,2.4,3.2,0.6,0.2,8.6,77
238,Eric Bledsoe\bledser01,0.473,4.9,0.34700000000000003,0.545,0.795,0.7,3.8,5.0,2.0,0.6,17.7,73
239,Frank Mason\masonfr01,0.379,1.7,0.36,0.384,0.8170000000000001,0.6,2.5,2.8,0.7,0.2,7.9,71
240,Frank Ntilikina\ntilila01,0.364,2.0,0.318,0.385,0.721,0.5,2.3,3.2,0.8,0.2,5.9,78
241,Fred VanVleet\vanvlfr01,0.426,3.4,0.414,0.43700000000000006,0.8320000000000001,0.3,2.4,3.2,0.9,0.3,8.6,72
242,George Hill\hillge01,0.46,3.1,0.415,0.49,0.7859999999999999,0.6,2.7,2.8,0.9,0.4,10.0,75
243,Goran Dragic\dragigo01,0.45,4.0,0.37,0.48100000000000004,0.8009999999999999,0.7,4.1,4.8,0.8,0.2,17.3,75
244,Isaiah Taylor\taylois01,0.418,1.2,0.25,0.461,0.7020000000000001,0.3,1.4,3.1,0.5,0.1,6.6,75
245,Isaiah Thomas\thomais02,0.373,5.9,0.293,0.43799999999999994,0.893,0.5,2.1,4.8,0.5,0.1,15.2,69
246,Ish Smith\smithis01,0.486,1.2,0.34700000000000003,0.506,0.698,0.3,2.7,4.4,0.8,0.2,10.9,72
247,J.J. Barea\bareajo01,0.439,4.5,0.36700000000000005,0.499,0.784,0.2,2.9,6.3,0.5,0.0,11.6,72
248,Jamal Murray\murraja01,0.451,5.4,0.37799999999999995,0.502,0.905,1.0,3.7,3.4,1.0,0.3,16.7,76
249,Jameer Nelson\nelsoja01,0.389,2.5,0.331,0.45,0.8,0.3,2.1,3.6,0.5,0.1,4.9,72
250,Jarrett Jack\jackja01,0.42700000000000005,1.4,0.29100000000000004,0.45899999999999996,0.84,0.4,3.1,5.6,0.6,0.1,7.5,75
251,Jawun Evans\evansja01,0.35200000000000004,1.1,0.278,0.37200000000000005,0.7759999999999999,0.2,1.8,2.1,0.8,0.1,4.8,72
252,Jeff Teague\teaguje01,0.446,3.3,0.368,0.47700000000000004,0.845,0.3,3.0,7.0,1.5,0.3,14.2,74
253,Jerian Grant\grantje02,0.41600000000000004,2.5,0.326,0.46799999999999997,0.745,0.4,2.3,4.6,0.9,0.1,8.4,76
254,Joe Young\youngjo01,0.43,1.2,0.379,0.45799999999999996,0.759,0.2,1.2,0.7,0.3,0.0,3.9,74
255,John Wall\walljo01,0.42,4.1,0.371,0.436,0.726,0.5,3.7,9.6,1.4,1.1,19.4,76
256,Jose Calderon\caldejo01,0.503,1.7,0.46399999999999997,0.545,0.8,0.2,1.5,2.1,0.5,0.0,4.5,75
257,Kemba Walker\walkeke02,0.431,7.5,0.384,0.469,0.8640000000000001,0.4,3.1,5.6,1.1,0.3,22.1,73
258,Kobi Simmons\simmoko01,0.423,1.2,0.282,0.46,1.0,0.4,1.6,2.1,0.6,0.2,6.1,77
259,Kris Dunn\dunnkr01,0.429,2.6,0.321,0.457,0.737,0.5,4.3,6.0,2.0,0.5,13.4,76
260,Kyle Lowry\lowryky01,0.42700000000000005,7.6,0.39899999999999997,0.474,0.8540000000000001,0.8,5.6,6.9,1.1,0.2,16.2,73
261,Kyrie Irving\irvinky01,0.491,6.8,0.408,0.541,0.889,0.6,3.8,5.1,1.1,0.3,24.4,75
262,Lonzo Ball\balllo01,0.36,5.7,0.305,0.42,0.451,1.3,6.9,7.2,1.7,0.8,10.2,78
263,Malcolm Brogdon\brogdma01,0.485,3.4,0.385,0.532,0.882,0.5,3.3,3.2,0.9,0.3,13.0,77
264,Malcolm Delaney\delanma01,0.382,2.3,0.371,0.391,0.804,0.2,1.9,3.0,0.6,0.1,6.3,75
265,Mario Chalmers\chalmma01,0.379,2.9,0.27699999999999997,0.456,0.855,0.2,2.4,3.0,1.2,0.2,7.7,74
266,Matthew Dellavedova\dellama01,0.36200000000000004,2.1,0.37200000000000005,0.35100000000000003,0.9259999999999999,0.4,1.7,3.8,0.4,0.0,4.3,76
267,Michael Carter-Williams\cartemi01,0.332,1.1,0.237,0.365,0.82,0.7,2.7,2.2,0.8,0.4,4.6,78
268,Mike James\jamesmi02,0.38299999999999995,2.7,0.265,0.435,0.762,0.4,2.5,3.5,0.8,0.2,9.3,73
269,Milos Teodosic\teodomi01,0.419,5.2,0.379,0.49200000000000005,0.848,0.4,2.8,4.6,0.5,0.1,9.5,77
270,Patty Mills\millspa02,0.41100000000000003,5.0,0.37200000000000005,0.47,0.89,0.3,1.9,2.8,0.7,0.1,10.0,72
271,Quinn Cook\cookqu01,0.484,3.2,0.442,0.514,0.88,0.3,2.5,2.7,0.4,0.0,9.5,74
272,Rajon Rondo\rondora01,0.46799999999999997,2.3,0.33299999999999996,0.526,0.5429999999999999,0.5,4.0,8.2,1.1,0.2,8.3,73
273,Raul Neto\netora01,0.457,1.1,0.40399999999999997,0.48100000000000004,0.743,0.2,1.2,1.8,0.3,0.1,4.5,73
274,Raymond Felton\feltora01,0.406,2.8,0.35200000000000004,0.444,0.818,0.3,1.9,2.5,0.6,0.2,6.9,73
275,Reggie Jackson\jacksre01,0.426,3.8,0.308,0.475,0.836,0.6,2.8,5.3,0.6,0.1,14.6,75
276,Ricky Rubio\rubiori01,0.418,3.5,0.35200000000000004,0.451,0.866,0.6,4.6,5.3,1.6,0.1,13.1,76
277,Russell Westbrook\westbru01,0.449,4.1,0.298,0.485,0.737,1.9,10.1,10.3,1.8,0.3,25.4,75
278,Shabazz Napier\napiesh01,0.42,2.9,0.376,0.45,0.841,0.4,2.3,2.0,1.1,0.2,8.7,73
279,Shane Larkin\larkish01,0.384,1.6,0.36,0.39799999999999996,0.865,0.3,1.7,1.8,0.5,0.0,4.3,71
280,Shaun Livingston\livinsh01,0.501,0.1,0.0,0.509,0.82,0.5,1.8,2.0,0.5,0.3,5.5,79
281,Shelvin Mack\macksh01,0.43,2.0,0.345,0.473,0.711,0.3,2.4,3.9,0.8,0.1,6.9,75
282,Spencer Dinwiddie\dinwisp01,0.387,5.4,0.326,0.452,0.813,0.5,3.2,6.6,0.9,0.3,12.6,78
283,Stephen Curry\curryst01,0.495,9.8,0.423,0.595,0.9209999999999999,0.7,5.1,6.1,1.6,0.2,26.4,75
284,T.J. McConnell\mccontj01,0.499,0.8,0.435,0.51,0.795,0.5,3.0,4.0,1.2,0.2,6.3,74
285,Terry Rozier\roziete01,0.395,5.0,0.381,0.41,0.772,0.8,4.7,2.9,1.0,0.2,11.3,73
286,Tim Frazier\fraziti01,0.395,0.9,0.304,0.44,0.767,0.3,1.9,3.3,0.8,0.1,3.0,73
287,Tony Parker\parketo01,0.45899999999999996,0.7,0.27,0.479,0.705,0.1,1.7,3.5,0.5,0.0,7.7,74
288,Trey Burke\burketr01,0.503,2.9,0.36200000000000004,0.556,0.649,0.4,2.0,4.7,0.7,0.1,12.8,73
289,Tyler Ennis\ennisty01,0.42,1.0,0.25,0.47600000000000003,0.759,0.4,1.8,1.9,0.6,0.2,4.1,75
290,Tyler Johnson\johnsty01,0.435,4.5,0.36700000000000005,0.491,0.8220000000000001,0.5,3.4,2.3,0.8,0.5,11.7,76
291,Tyler Ulis\ulisty01,0.38799999999999996,2.1,0.28800000000000003,0.425,0.8320000000000001,0.3,1.8,4.4,1.0,0.1,7.8,70
292,Tyreke Evans\evansty01,0.452,5.5,0.39899999999999997,0.48200000000000004,0.785,0.8,5.1,5.2,1.1,0.3,19.4,78
293,Tyrone Wallace\wallaty01,0.445,1.3,0.25,0.483,0.782,0.7,3.5,2.4,0.9,0.4,9.7,77
294,Tyus Jones\jonesty01,0.457,1.6,0.349,0.528,0.877,0.2,1.6,2.8,1.2,0.1,5.1,74
