,Player,FG%,3PA,3P%,2P%,FT%,ORB,TRB,AST,STL,BLK,PTS,Height
205,C.J. Miles\milescj01,0.379,6.5,0.361,0.434,0.835,0.3,2.2,0.8,0.5,0.3,10.0,78
206,Caris LeVert\leverca01,0.435,3.5,0.34700000000000003,0.48,0.711,0.7,3.7,4.2,1.2,0.3,12.1,79
207,Cedi Osman\osmande01,0.484,1.4,0.368,0.586,0.565,0.3,2.0,0.7,0.4,0.0,3.9,80
208,Chandler Parsons\parsoch01,0.462,3.4,0.42100000000000004,0.504,0.63,0.4,2.5,1.9,0.5,0.3,7.9,82
209,Dante Cunningham\cunnida01,0.451,2.3,0.345,0.541,0.596,1.1,4.1,0.7,0.5,0.4,5.7,80
210,Darius Miller\milleda01,0.444,4.4,0.41100000000000003,0.535,0.866,0.2,2.0,1.4,0.3,0.2,7.8,80
211,Dillon Brooks\brookdi01,0.44,3.2,0.35600000000000004,0.484,0.747,0.6,3.1,1.6,0.9,0.2,11.0,78
212,Doug McDermott\mcderdo01,0.467,2.7,0.426,0.49700000000000005,0.79,0.5,2.5,1.0,0.2,0.2,7.8,80
213,Evan Fournier\fournev01,0.45899999999999996,5.9,0.379,0.516,0.867,0.4,3.2,2.9,0.8,0.3,17.8,79
214,Evan Turner\turneev01,0.447,1.7,0.318,0.485,0.85,0.4,3.1,2.2,0.6,0.4,8.2,79
215,Jae Crowder\crowdja01,0.40399999999999997,4.3,0.32299999999999995,0.488,0.818,0.7,3.4,1.2,0.8,0.3,9.7,78
216,James Ennis\ennisja01,0.474,2.1,0.33299999999999996,0.5670000000000001,0.836,1.0,3.1,1.0,0.7,0.3,7.1,79
217,Jayson Tatum\tatumja01,0.475,3.0,0.434,0.49200000000000005,0.826,0.6,5.0,1.6,1.0,0.7,13.9,80
218,Joe Ingles\inglejo01,0.467,5.7,0.44,0.516,0.795,0.3,4.2,4.8,1.1,0.2,11.5,80
219,Joe Johnson\johnsjo02,0.406,2.6,0.276,0.493,0.889,0.3,3.1,1.5,0.3,0.1,6.8,79
220,Josh Jackson\jacksjo02,0.41700000000000004,2.8,0.263,0.46399999999999997,0.634,1.2,4.6,1.5,1.0,0.5,13.1,80
221,Josh Richardson\richajo01,0.451,4.1,0.37799999999999995,0.495,0.845,0.9,3.5,2.9,1.5,0.9,12.9,78
222,Justin Anderson\anderju01,0.431,2.7,0.33,0.535,0.737,0.7,2.4,0.7,0.4,0.2,6.2,78
223,Justin Jackson\jacksju01,0.442,2.7,0.308,0.547,0.722,0.4,2.8,1.1,0.4,0.2,6.7,80
224,Kelly Oubre\oubreke01,0.40299999999999997,4.6,0.341,0.456,0.82,0.7,4.5,1.2,1.0,0.4,11.8,79
225,Khris Middleton\middlkh01,0.466,5.0,0.359,0.517,0.884,0.5,5.2,4.0,1.5,0.3,20.1,80
226,Kyle Anderson\anderky01,0.527,0.8,0.33299999999999996,0.556,0.7120000000000001,1.1,5.4,2.7,1.6,0.8,7.9,81
227,Kyle Collinsworth\colliky01,0.384,0.5,0.235,0.415,0.525,1.0,3.3,1.8,0.5,0.3,3.2,78
228,Luke Babbitt\babbilu01,0.423,3.1,0.385,0.525,0.773,0.1,1.9,0.6,0.2,0.1,5.2,81
229,Mario Hezonja\hezonma01,0.442,3.6,0.337,0.523,0.8190000000000001,0.5,3.7,1.4,1.1,0.4,9.6,80
230,Maurice Harkless\harklma01,0.495,2.0,0.415,0.547,0.7120000000000001,0.8,2.7,0.9,0.8,0.7,6.5,81
231,Michael Kidd-Gilchrist\kiddgmi01,0.504,0.0,0.0,0.505,0.684,1.1,4.1,1.0,0.7,0.4,9.2,79
232,OG Anunoby\anunoog01,0.47100000000000003,2.7,0.371,0.604,0.629,0.6,2.5,0.7,0.7,0.2,5.9,80
233,Omri Casspi\casspom01,0.58,0.4,0.455,0.595,0.725,0.6,3.8,1.0,0.3,0.4,5.7,81
234,Otto Porter\porteot01,0.503,4.1,0.441,0.537,0.828,1.3,6.4,2.0,1.5,0.5,14.7,80
235,Paul George\georgpa01,0.43,7.7,0.401,0.45399999999999996,0.8220000000000001,0.9,5.7,3.3,2.0,0.5,21.9,81
236,Paul Zipser\zipsepa01,0.34600000000000003,2.0,0.336,0.355,0.76,0.2,2.4,0.9,0.4,0.3,4.0,80
237,Reggie Bullock\bullore01,0.489,4.5,0.445,0.536,0.7959999999999999,0.4,2.5,1.5,0.8,0.2,11.3,79
238,Robert Covington\covinro01,0.413,6.9,0.369,0.49700000000000005,0.853,0.7,5.4,2.0,1.7,0.9,12.6,81
239,Rondae Hollis-Jefferson\holliro01,0.47200000000000003,0.8,0.24100000000000002,0.491,0.7879999999999999,1.5,6.8,2.5,1.0,0.7,13.9,79
240,Royce O'Neale\onealro01,0.423,1.7,0.35600000000000004,0.47,0.8029999999999999,0.4,3.4,1.4,0.5,0.2,5.0,78
241,Stanley Johnson\johnsst04,0.375,3.4,0.28600000000000003,0.439,0.772,0.5,3.7,1.6,1.4,0.2,8.7,79
242,T.J. Warren\warretj01,0.498,1.4,0.222,0.523,0.757,1.9,5.1,1.3,1.0,0.6,19.6,80
243,Taurean Waller-Prince\princta02,0.426,5.6,0.385,0.461,0.8440000000000001,0.6,4.7,2.6,1.0,0.5,14.1,80
244,Thabo Sefolosha\sefolth01,0.49200000000000005,2.2,0.381,0.551,0.815,0.8,4.2,0.9,1.4,0.3,8.2,79
245,Timothe Luwawu-Cabarrot\luwawti01,0.375,3.0,0.335,0.431,0.7929999999999999,0.3,1.4,1.0,0.2,0.1,5.8,78
246,Torrey Craig\craigto01,0.45299999999999996,1.5,0.293,0.57,0.629,1.0,3.3,0.6,0.3,0.4,4.2,79
247,Trevor Ariza\arizatr01,0.41200000000000003,6.9,0.368,0.519,0.8540000000000001,0.5,4.4,1.6,1.5,0.2,11.7,80
248,Vince Carter\cartevi01,0.40299999999999997,2.8,0.345,0.483,0.757,0.3,2.6,1.2,0.7,0.4,5.4,78
249,Wesley Iwundu\iwundwe01,0.42700000000000005,0.7,0.196,0.488,0.723,0.6,2.2,0.9,0.5,0.2,3.7,79
250,Wesley Johnson\johnswe01,0.408,2.4,0.33899999999999997,0.47100000000000003,0.741,0.4,2.9,0.8,1.0,0.8,5.4,79
251,Wesley Matthews\matthwe02,0.406,6.4,0.381,0.441,0.8220000000000001,0.4,3.1,2.7,1.2,0.3,12.7,77
252,Wilson Chandler\chandwi01,0.445,3.3,0.358,0.501,0.772,1.4,5.4,2.1,0.6,0.5,10.0,81
