,Player,FG%,3PA,3P%,2P%,FT%,ORB,TRB,AST,STL,BLK,PTS,Height
263,Richaun Holmes\holmeri01,0.56,0.6,0.129,0.624,0.6609999999999999,1.2,4.4,1.3,0.4,0.6,6.5,82
264,Robin Lopez\lopezro01,0.53,0.2,0.28600000000000003,0.536,0.7559999999999999,2.1,4.5,1.9,0.2,0.8,11.8,84
266,Salah Mejri\mejrisa01,0.642,0.0,0.0,0.657,0.5760000000000001,1.4,4.0,0.6,0.4,1.1,3.5,86
267,Steven Adams\adamsst01,0.629,0.0,0.0,0.631,0.5589999999999999,5.1,9.0,1.2,1.2,1.0,13.9,84
268,Tarik Black\blackta01,0.591,0.2,0.091,0.638,0.46,1.2,3.2,0.3,0.4,0.6,3.5,81
269,Thon Maker\makerth01,0.41100000000000003,1.4,0.298,0.467,0.6990000000000001,1.0,3.0,0.6,0.5,0.7,4.8,85
270,Timofey Mozgov\mozgoti01,0.5589999999999999,0.6,0.222,0.64,0.767,1.0,3.2,0.4,0.2,0.4,4.2,85
272,Tyler Zeller\zellety01,0.56,0.4,0.35700000000000004,0.578,0.722,1.7,4.6,0.7,0.2,0.5,6.7,84
274,Willie Cauley-Stein\caulewi01,0.502,0.2,0.25,0.506,0.619,1.8,7.0,2.4,1.1,0.9,12.8,84
275,Willie Reed\reedwi02,0.669,0.0,0.5,0.672,0.5820000000000001,0.8,2.9,0.2,0.2,0.5,4.6,82
276,Willy Hernangomez\hernawi01,0.555,0.3,0.41700000000000004,0.5660000000000001,0.6559999999999999,1.3,3.8,0.7,0.4,0.3,5.1,83
277,Zach Collins\colliza01,0.39799999999999996,1.7,0.31,0.455,0.643,0.7,3.3,0.8,0.3,0.5,4.4,84
278,Zaza Pachulia\pachuza01,0.564,0.0,0.0,0.5670000000000001,0.8059999999999999,1.3,4.7,1.6,0.6,0.2,5.4,83
