,Player,FG%,3PA,3P%,2P%,FT%,ORB,TRB,AST,STL,BLK,PTS,Height
201,Kyle Korver\korveky01,0.46399999999999997,5.4,0.451,0.494,0.905,0.1,2.8,1.6,0.5,0.3,10.1,79
202,Leandro Barbosa\barbole01,0.439,1.5,0.35700000000000004,0.466,0.889,0.2,1.6,1.2,0.5,0.1,6.3,75
203,Lou Williams\willilo02,0.429,5.5,0.365,0.48,0.88,0.3,2.5,3.0,1.0,0.2,17.5,73
204,Malcolm Brogdon\brogdma01,0.457,2.6,0.40399999999999997,0.48,0.865,0.6,2.8,4.2,1.1,0.2,10.2,77
205,Manu Ginobili\ginobma01,0.39,3.3,0.392,0.387,0.804,0.4,2.3,2.7,1.2,0.2,7.5,78
206,Marco Belinelli\belinma01,0.429,3.8,0.36,0.488,0.893,0.2,2.4,2.0,0.6,0.1,10.5,77
207,Marcus Smart\smartma01,0.359,4.2,0.28300000000000003,0.42,0.812,1.0,3.9,4.6,1.6,0.4,10.6,76
208,Marcus Thornton\thornma01,0.4,2.4,0.35,0.431,0.852,0.7,2.3,1.2,0.6,0.1,6.6,76
209,Monta Ellis\ellismo01,0.44299999999999995,1.8,0.319,0.483,0.727,0.3,2.8,3.2,1.1,0.4,8.5,75
210,Nick Young\youngni01,0.43,7.0,0.40399999999999997,0.48100000000000004,0.856,0.4,2.3,1.0,0.6,0.2,13.2,79
211,Nicolas Batum\batumni01,0.40299999999999997,5.3,0.33299999999999996,0.45299999999999996,0.856,0.6,6.2,5.9,1.1,0.4,15.1,80
212,Nik Stauskas\stausni01,0.396,4.5,0.368,0.433,0.813,0.3,2.8,2.4,0.6,0.4,9.5,78
213,Norman Powell\powelno01,0.449,2.3,0.324,0.514,0.792,0.3,2.2,1.1,0.7,0.2,8.4,76
214,Patrick Beverley\beverpa01,0.42,4.3,0.382,0.46299999999999997,0.768,1.4,5.9,4.2,1.5,0.4,9.5,73
215,Patrick McCaw\mccawpa01,0.433,1.7,0.33299999999999996,0.5329999999999999,0.784,0.3,1.4,1.1,0.5,0.2,4.0,79
216,Randy Foye\foyera01,0.363,2.9,0.33,0.418,0.857,0.1,2.2,2.0,0.5,0.1,5.2,76
217,Rashad Vaughn\vaughra01,0.365,2.0,0.321,0.413,0.4,0.1,1.2,0.6,0.5,0.2,3.5,78
218,Rodney Hood\hoodro01,0.408,5.2,0.371,0.44,0.7829999999999999,0.3,3.4,1.6,0.6,0.2,12.7,80
219,Rodney McGruder\mcgruro01,0.413,2.8,0.332,0.488,0.62,1.2,3.3,1.6,0.6,0.2,6.4,76
220,Ron Baker\bakerro01,0.37799999999999995,1.7,0.267,0.45,0.6509999999999999,0.2,1.9,2.1,0.7,0.2,4.1,76
221,Sean Kilpatrick\kilpase01,0.415,4.4,0.341,0.46799999999999997,0.843,0.3,4.0,2.2,0.6,0.1,13.1,76
222,Tim Hardaway\hardati02,0.455,5.3,0.35700000000000004,0.537,0.7659999999999999,0.4,2.8,2.3,0.7,0.2,14.5,78
223,Tomas Satoransky\satorto01,0.415,0.6,0.243,0.473,0.6970000000000001,0.4,1.5,1.6,0.5,0.1,2.7,79
224,Tony Allen\allento01,0.461,0.8,0.278,0.479,0.615,2.3,5.5,1.4,1.6,0.4,9.1,76
225,Tony Snell\snellto01,0.455,4.4,0.406,0.5479999999999999,0.81,0.3,3.1,1.2,0.7,0.2,8.5,79
226,Troy Daniels\danietr01,0.374,5.3,0.389,0.336,0.7959999999999999,0.3,1.5,0.7,0.3,0.1,8.2,76
227,Victor Oladipo\oladivi01,0.442,5.3,0.361,0.491,0.753,0.6,4.3,2.6,1.2,0.3,15.9,76
228,Wayne Ellington\ellinwa01,0.41600000000000004,6.4,0.37799999999999995,0.509,0.86,0.3,2.1,1.1,0.6,0.1,10.5,77
229,Wesley Matthews\matthwe02,0.39299999999999996,6.6,0.363,0.43200000000000005,0.816,0.2,3.5,2.9,1.1,0.2,13.5,77
230,Will Barton\bartowi01,0.44299999999999995,3.9,0.37,0.483,0.753,1.0,4.3,3.4,0.8,0.5,13.7,78
231,Zach LaVine\lavinza01,0.45899999999999996,6.6,0.387,0.515,0.836,0.4,3.4,3.0,0.9,0.2,18.9,77
232,Alec Burks\burksal01,0.41100000000000003,2.2,0.331,0.452,0.863,0.3,3.0,1.0,0.6,0.1,7.7,78
233,Alex Abrines\abrinal01,0.395,2.9,0.38,0.44299999999999995,0.848,0.3,1.5,0.4,0.5,0.1,4.7,78
234,Allen Crabbe\crabbal01,0.40700000000000003,7.1,0.37799999999999995,0.461,0.852,0.4,4.3,1.6,0.6,0.5,13.2,78
235,Andre Roberson\roberan03,0.537,0.9,0.222,0.627,0.316,1.9,4.7,1.2,1.2,0.9,5.0,79
236,Arron Afflalo\afflaar01,0.401,1.3,0.386,0.413,0.846,0.1,1.2,0.6,0.1,0.2,3.4,77
237,Austin Rivers\riverau01,0.424,5.9,0.37799999999999995,0.461,0.642,0.4,2.4,4.0,1.2,0.3,15.1,76
238,Avery Bradley\bradlav01,0.414,4.4,0.369,0.436,0.768,0.5,2.5,2.0,1.1,0.2,14.3,74
239,Ben McLemore\mclembe01,0.42100000000000004,2.8,0.34600000000000003,0.47700000000000004,0.828,0.6,2.5,0.9,0.7,0.3,7.5,77
240,Bogdan Bogdanovic\bogdabo01,0.446,4.2,0.392,0.485,0.84,0.4,2.9,3.3,0.9,0.2,11.8,78
241,Bradley Beal\bealbr01,0.46,6.5,0.375,0.507,0.7909999999999999,0.7,4.4,4.5,1.2,0.4,22.6,77
242,Bryn Forbes\forbebr01,0.42100000000000004,2.9,0.39,0.446,0.667,0.2,1.4,1.0,0.4,0.0,6.9,75
243,Buddy Hield\hieldbu01,0.446,5.1,0.431,0.457,0.877,0.7,3.8,1.9,1.1,0.3,13.5,76
244,C.J. Williams\willicj01,0.442,2.1,0.282,0.546,0.813,0.3,1.5,1.1,0.8,0.3,5.5,77
245,CJ McCollum\mccolcj01,0.44299999999999995,5.9,0.397,0.465,0.836,0.7,4.0,3.4,1.0,0.4,21.4,75
246,Courtney Lee\leeco01,0.45399999999999996,3.7,0.406,0.48200000000000004,0.919,0.4,2.9,2.4,1.1,0.2,12.0,77
247,Damyean Dotson\dotsoda01,0.447,1.5,0.324,0.5379999999999999,0.696,0.2,1.9,0.7,0.3,0.0,4.1,78
248,Danny Green\greenda02,0.387,4.6,0.363,0.419,0.769,0.6,3.6,1.6,0.9,1.1,8.6,78
249,David Nwaba\nwabada01,0.478,0.7,0.34600000000000003,0.496,0.655,1.3,4.7,1.5,0.8,0.4,7.9,76
250,DeAndre Liggins\liggide01,0.377,0.9,0.358,0.396,0.4,0.1,1.3,0.8,0.6,0.2,1.7,78
251,DeMar DeRozan\derozde01,0.456,3.6,0.31,0.494,0.825,0.7,3.9,5.2,1.1,0.3,23.0,79
252,Denzel Valentine\valende01,0.41700000000000004,4.8,0.386,0.45,0.745,0.6,5.1,3.2,0.8,0.1,10.2,78
253,Devin Booker\bookede01,0.43200000000000005,7.1,0.38299999999999995,0.46,0.878,0.5,4.5,4.7,0.9,0.3,24.9,78
254,Dion Waiters\waitedi01,0.39799999999999996,5.7,0.306,0.46299999999999997,0.7390000000000001,0.3,2.6,3.8,0.8,0.3,14.3,76
255,Donovan Mitchell\mitchdo01,0.43700000000000006,7.0,0.34,0.502,0.805,0.7,3.7,3.7,1.5,0.3,20.5,75
256,Dwayne Bacon\bacondw01,0.375,0.8,0.256,0.409,0.8,0.1,2.3,0.7,0.3,0.0,3.3,79
257,Dwyane Wade\wadedw01,0.43799999999999994,1.7,0.28800000000000003,0.46799999999999997,0.7140000000000001,0.7,3.8,3.4,0.9,0.7,11.4,76
258,E'Twaun Moore\mooreet01,0.508,3.7,0.425,0.556,0.706,0.7,2.9,2.3,1.0,0.1,12.5,76
259,Eric Gordon\gordoer01,0.428,8.8,0.359,0.544,0.809,0.4,2.5,2.2,0.6,0.4,18.0,76
260,Garrett Temple\templga01,0.418,3.5,0.392,0.442,0.769,0.3,2.3,1.9,0.9,0.4,8.4,78
261,Gary Harris\harriga01,0.485,5.9,0.396,0.5529999999999999,0.8270000000000001,0.6,2.6,2.9,1.8,0.2,17.5,76
262,Gerald Green\greenge01,0.40700000000000003,7.3,0.369,0.504,0.85,0.4,3.2,0.6,0.6,0.4,12.1,79
263,Ian Clark\clarkia01,0.44799999999999995,2.6,0.318,0.5329999999999999,0.763,0.1,1.7,1.5,0.4,0.1,7.4,75
264,J.J. Redick\redicjj01,0.46,6.6,0.42,0.504,0.904,0.1,2.5,3.0,0.5,0.1,17.1,76
265,J.R. Smith\smithjr01,0.40299999999999997,4.8,0.375,0.45299999999999996,0.696,0.4,2.9,1.8,0.9,0.1,8.3,78
266,Jamal Crawford\crawfja01,0.415,3.9,0.331,0.47700000000000004,0.903,0.3,1.2,2.3,0.5,0.1,10.3,77
267,James Harden\hardeja01,0.449,10.0,0.36700000000000005,0.531,0.858,0.6,5.4,8.8,1.8,0.7,30.4,77
268,Jason Terry\terryja01,0.38299999999999995,2.3,0.348,0.48700000000000004,0.889,0.1,0.9,1.2,0.8,0.3,3.3,74
269,Jaylen Brown\brownja02,0.465,4.4,0.395,0.507,0.644,0.9,4.9,1.6,1.0,0.4,14.5,79
270,Jeremy Lamb\lambje01,0.457,3.2,0.37,0.495,0.861,0.6,4.1,2.3,0.8,0.4,12.9,77
271,Jerryd Bayless\bayleje01,0.41600000000000004,3.7,0.37,0.474,0.795,0.4,2.1,1.4,0.6,0.2,7.9,75
272,Jimmy Butler\butleji01,0.474,3.4,0.35,0.509,0.8540000000000001,1.3,5.3,4.9,2.0,0.4,22.2,80
273,Jodie Meeks\meeksjo01,0.39899999999999997,2.7,0.34299999999999997,0.46399999999999997,0.863,0.2,1.6,0.9,0.4,0.1,6.3,76
274,Joe Harris\harrijo01,0.491,4.6,0.419,0.589,0.8270000000000001,0.7,3.3,1.6,0.4,0.3,10.8,78
275,Jonathon Simmons\simmojo02,0.465,3.0,0.33799999999999997,0.512,0.768,0.9,3.5,2.5,0.8,0.2,13.9,78
276,Jordan Clarkson\clarkjo01,0.451,3.9,0.35200000000000004,0.5,0.8,0.7,2.7,2.7,0.7,0.1,13.9,77
277,Josh Hart\hartjo01,0.469,3.1,0.396,0.551,0.7020000000000001,0.7,4.2,1.3,0.7,0.3,7.9,77
278,Jrue Holiday\holidjr01,0.494,4.4,0.337,0.557,0.7859999999999999,0.8,4.5,6.0,1.5,0.8,19.0,76
279,Justin Holiday\holidju01,0.371,6.2,0.359,0.387,0.823,0.4,4.0,2.1,1.1,0.4,12.2,78
280,Kent Bazemore\bazemke01,0.42,4.2,0.39399999999999996,0.43799999999999994,0.7959999999999999,0.4,3.8,3.5,1.5,0.7,12.9,77
281,Kentavious Caldwell-Pope\caldwke01,0.426,5.6,0.38299999999999995,0.473,0.789,0.8,5.2,2.2,1.4,0.2,13.4,77
282,Klay Thompson\thompkl01,0.488,7.1,0.44,0.526,0.8370000000000001,0.4,3.8,2.5,0.8,0.5,20.0,79
283,Kyle Korver\korveky01,0.45899999999999996,5.2,0.436,0.537,0.889,0.1,2.3,1.2,0.4,0.4,9.2,79
284,Lance Stephenson\stephla01,0.42700000000000005,2.8,0.289,0.495,0.6609999999999999,0.8,5.2,2.9,0.6,0.2,9.2,78
285,Langston Galloway\gallola01,0.371,3.8,0.344,0.418,0.805,0.2,1.6,1.0,0.6,0.1,6.2,74
286,Lou Williams\willilo02,0.435,6.6,0.359,0.484,0.88,0.5,2.5,5.3,1.1,0.2,22.6,73
287,Luke Kennard\kennalu01,0.44299999999999995,2.7,0.415,0.46299999999999997,0.855,0.3,2.4,1.7,0.6,0.2,7.6,77
288,Malik Monk\monkma01,0.36,3.9,0.342,0.385,0.8420000000000001,0.1,1.0,1.4,0.3,0.1,6.7,75
289,Manu Ginobili\ginobma01,0.434,3.0,0.33299999999999996,0.506,0.84,0.3,2.2,2.5,0.7,0.2,8.9,78
290,Marco Belinelli\belinma01,0.441,4.9,0.377,0.509,0.9079999999999999,0.3,1.9,1.9,0.8,0.2,12.1,77
291,Marcus Smart\smartma01,0.36700000000000005,4.6,0.301,0.429,0.7290000000000001,0.8,3.5,4.8,1.3,0.4,10.2,76
292,Nick Young\youngni01,0.41200000000000003,4.1,0.377,0.48100000000000004,0.862,0.3,1.6,0.5,0.5,0.1,7.3,79
293,Nicolas Batum\batumni01,0.415,4.3,0.336,0.473,0.831,0.9,4.8,5.5,1.0,0.4,11.6,80
294,Nik Stauskas\stausni01,0.39,2.4,0.4,0.37,0.7240000000000001,0.1,1.6,1.0,0.2,0.1,4.4,78
295,Norman Powell\powelno01,0.401,2.7,0.285,0.516,0.821,0.2,1.7,1.3,0.5,0.2,5.5,76
296,Pat Connaughton\connapa01,0.423,2.6,0.35200000000000004,0.506,0.841,0.4,2.0,1.1,0.3,0.3,5.4,76
297,Patrick McCaw\mccawpa01,0.409,1.4,0.23800000000000002,0.503,0.765,0.3,1.4,1.4,0.8,0.2,4.0,79
298,Rodney Hood\hoodro01,0.429,5.6,0.381,0.467,0.86,0.4,2.8,1.6,0.8,0.2,14.7,80
299,Sean Kilpatrick\kilpase01,0.374,2.8,0.319,0.42700000000000005,0.889,0.1,1.7,0.9,0.3,0.1,6.3,76
300,Sindarius Thornwell\thornsi01,0.429,0.8,0.377,0.44799999999999995,0.67,0.5,1.9,0.9,0.7,0.3,3.9,77
301,Sterling Brown\brownst02,0.4,1.7,0.35200000000000004,0.439,0.875,0.5,2.6,0.5,0.6,0.2,4.0,78
302,Terrance Ferguson\fergute01,0.414,2.0,0.33299999999999996,0.612,0.9,0.3,0.8,0.3,0.4,0.2,3.1,79
303,Tim Hardaway\hardati02,0.42100000000000004,7.2,0.317,0.516,0.816,0.6,3.9,2.7,1.1,0.2,17.5,78
304,Tomas Satoransky\satorto01,0.523,1.4,0.465,0.544,0.7809999999999999,1.0,3.2,3.9,0.7,0.2,7.2,79
305,Tony Snell\snellto01,0.435,3.6,0.40299999999999997,0.49,0.792,0.1,1.9,1.3,0.6,0.4,6.9,79
306,Treveon Graham\grahatr01,0.434,1.5,0.41200000000000003,0.452,0.695,0.7,1.9,0.9,0.5,0.0,4.3,77
307,Troy Daniels\danietr01,0.40299999999999997,5.8,0.4,0.419,0.875,0.2,1.6,0.6,0.3,0.1,8.9,76
308,Tyler Dorsey\dorsety01,0.377,3.6,0.36200000000000004,0.39299999999999996,0.7140000000000001,0.3,2.3,1.4,0.3,0.1,7.2,77
309,Victor Oladipo\oladivi01,0.47700000000000004,5.8,0.371,0.528,0.799,0.6,5.2,4.3,2.4,0.8,23.1,76
310,Wayne Ellington\ellinwa01,0.40700000000000003,7.5,0.392,0.479,0.8590000000000001,0.3,2.8,1.0,0.7,0.1,11.2,77
311,Wayne Selden\seldewa01,0.431,3.5,0.402,0.456,0.746,0.5,1.6,1.9,0.5,0.1,9.3,77
312,Will Barton\bartowi01,0.452,5.2,0.37,0.51,0.805,0.9,5.0,4.1,1.0,0.6,15.7,78
313,Yogi Ferrell\ferreyo01,0.426,4.4,0.373,0.47700000000000004,0.7959999999999999,0.3,3.0,2.5,0.8,0.1,10.2,72
